idx,count_00_00_00,count_00_30_00,count_01_00_00,count_01_30_00,count_02_00_00,count_02_30_00,count_03_00_00,count_04_00_00,h3id,point,poly
158,5.0,5,,,,,,,892f5a37507ffff,POINT(139.695673801937 35.6938545642769),"POLYGON((139.697657964851 35.6933830860697, 139.697091452046 35.6951359682444, 139.695107253077 35.6956074150166, 139.693689663501 35.6943259985355, 139.694256225828 35.6925731694021, 139.696240328213 35.6921017037088, 139.697657964851 35.6933830860697))"
159,18.0,18,18.0,16.0,16.0,15.0,15.0,14.0,892f5a3750bffff,POINT(139.699926974278 35.697698803442),"POLYGON((139.701911318785 35.6972272876798, 139.701344846409 35.6989802346643, 139.699360465838 35.6994517189906, 139.697942654242 35.698170275248, 139.698509176158 35.6964173813007, 139.700493460132 35.6959458780591, 139.701911318785 35.6972272876798))"
160,7.0,7,7.0,7.0,7.0,5.0,5.0,5.0,892f5a3750fffff,POINT(139.696524916656 35.6968888405887),"POLYGON((139.698509176158 35.6964173813007, 139.697942654242 35.698170275248, 139.69595835868 35.6986417030988, 139.694540681631 35.697360255924, 139.695107253077 35.6956074150166, 139.697091452046 35.6951359682444, 139.698509176158 35.6964173813007))"
161,57.0,57,57.0,50.0,50.0,50.0,50.0,48.0,892f5a37513ffff,POINT(139.701626364091 35.6924399978054),"POLYGON((139.703610600408 35.6919683877463, 139.703044195783 35.693721364217, 139.701059923403 35.6941929428457, 139.699642152237 35.6929115639129, 139.700208606401 35.6911586404798, 139.702192782196 35.6906870429421, 139.703610600408 35.6919683877463))"
162,8.0,8,7.0,,,,,,892f5a37517ffff,POINT(139.698224455072 35.6916301940683),"POLYGON((139.700208606401 35.6911586404798, 139.699642152237 35.6929115639129, 139.697657964851 35.6933830860697, 139.696240328213 35.6921017037088, 139.696806831906 35.6903488333158, 139.698790922711 35.6898772922439, 139.700208606401 35.6911586404798))"
163,249.0,250,247.0,240.0,239.0,232.0,229.0,213.0,892f5a3751bffff,POINT(139.702477768575 35.6954743308627),"POLYGON((139.704462101482 35.6950027397107, 139.703895687758 35.6967557279603, 139.701911318785 35.6972272876798, 139.700493460132 35.6959458780591, 139.701059923403 35.6941929428457, 139.703044195783 35.693721364217, 139.704462101482 35.6950027397107))"
164,27.0,27,27.0,25.0,25.0,22.0,22.0,20.0,892f5a37543ffff,POINT(139.704180812724 35.7015431243367),"POLYGON((139.706165338835 35.7010715709992, 139.705598906915 35.7028245827791, 139.70361434473 35.7032961046798, 139.702196311078 35.7020146337104, 139.702762792557 35.7002616749638, 139.704747258132 35.6997901341537, 139.706165338835 35.7010715709992))"
165,22.0,22,22.0,21.0,20.0,17.0,17.0,16.0,892f5a37547ffff,POINT(139.700778351448 35.7007331718127),"POLYGON((139.702762792557 35.7002616749638, 139.702196311078 35.7020146337104, 139.7002118339 35.7024860991212, 139.698793934811 35.7012046247013, 139.699360465838 35.6994517189906, 139.701344846409 35.6989802346643, 139.702762792557 35.7002616749638))"
166,9.0,9,9.0,8.0,8.0,6.0,6.0,6.0,892f5a37553ffff,POINT(139.706731748169 35.6993185493812),"POLYGON((139.708716262665 35.6988469206454, 139.708149889406 35.7005999736969, 139.706165338835 35.7010715709992, 139.704747258132 35.6997901341537, 139.705313680955 35.6980371341344, 139.707298134919 35.6975655179287, 139.708716262665 35.6988469206454))"
167,37.0,37,37.0,31.0,31.0,30.0,30.0,29.0,892f5a37557ffff,POINT(139.70332925145 35.6985087063792),"POLYGON((139.705313680955 35.6980371341344, 139.704747258132 35.6997901341537, 139.702762792557 35.7002616749638, 139.701344846409 35.6989802346643, 139.701911318785 35.6972272876798, 139.703895687758 35.6967557279603, 139.705313680955 35.6980371341344))"
168,10.0,10,10.0,7.0,7.0,7.0,7.0,5.0,892f5a37563ffff,POINT(139.694825174966 35.7021473986016),"POLYGON((139.696809542648 35.7016760336306, 139.696242952969 35.7034288980585, 139.694258549225 35.7039002315869, 139.692840831767 35.7026187196154, 139.693407470977 35.7008659082271, 139.695391778117 35.700394555771, 139.696809542648 35.7016760336306))"
169,17.0,17,14.0,12.0,11.0,7.0,6.0,5.0,892f5a37573ffff,POINT(139.697376109739 35.6999231593592),"POLYGON((139.699360465838 35.6994517189906, 139.698793934811 35.7012046247013, 139.696809542648 35.7016760336306, 139.695391778117 35.700394555771, 139.69595835868 35.6986417030988, 139.697942654242 35.698170275248, 139.699360465838 35.6994517189906))"
170,9.0,9,9.0,9.0,8.0,7.0,6.0,7.0,892f5a3757bffff,POINT(139.698227381196 35.7029575205702),"POLYGON((139.7002118339 35.7024860991212, 139.699645293764 35.7042390165861, 139.697660804992 35.7047104065937, 139.696242952969 35.7034288980585, 139.696809542648 35.7016760336306, 139.698793934811 35.7012046247013, 139.7002118339 35.7024860991212))"
171,15.0,15,15.0,13.0,13.0,10.0,10.0,9.0,892f5a3758bffff,POINT(139.704176982453 35.6902154014542),"POLYGON((139.706161207167 35.6897437160152, 139.705594861186 35.6914967337344, 139.703610600408 35.6919683877463, 139.702192782196 35.6906870429421, 139.702759177722 35.6889340782593, 139.704743341918 35.6884624053446, 139.706161207167 35.6897437160152))"
172,12.0,12,12.0,12.0,12.0,9.0,9.0,9.0,892f5a3758fffff,POINT(139.700775037985 35.6894057072254),"POLYGON((139.702759177722 35.6889340782593, 139.702192782196 35.6906870429421, 139.700208606401 35.6911586404798, 139.698790922711 35.6898772922439, 139.699357367769 35.6881243806001, 139.701341446988 35.6876527641536, 139.702759177722 35.6889340782593))"
173,8.0,8,8.0,6.0,6.0,5.0,,,892f5a37597ffff,POINT(139.702474197259 35.6841468485723),"POLYGON((139.704458228827 35.683675125332, 139.703891901036 35.6854281194505, 139.701907833412 35.685899811268, 139.700490190147 35.6846185278697, 139.701056567469 35.6828655867904, 139.703040538529 35.6823938760704, 139.704458228827 35.683675125332))"
174,49.0,49,47.0,33.0,33.0,27.0,26.0,20.0,892f5a375bbffff,POINT(139.697373313016 35.6885959531016),"POLYGON((139.699357367769 35.6881243806001, 139.698790922711 35.6898772922439, 139.696806831906 35.6903488333158, 139.695389282733 35.6890674816591, 139.695955777312 35.6873146230569, 139.697939771546 35.6868430630701, 139.699357367769 35.6881243806001))"
175,43.0,43,44.0,40.0,40.0,36.0,36.0,34.0,892f5a375c7ffff,POINT(139.705028492625 35.6932497416342),"POLYGON((139.707012813924 35.6927780750961, 139.706446458849 35.6945311046019, 139.704462101482 35.6950027397107, 139.703044195783 35.693721364217, 139.703610600408 35.6919683877463, 139.705594861186 35.6914967337344, 139.707012813924 35.6927780750961))"
176,49.0,49,49.0,47.0,47.0,44.0,42.0,35.0,892f5a375cfffff,POINT(139.705880081193 35.6962841242825),"POLYGON((139.707864499086 35.6958124766455, 139.707298134919 35.6975655179287, 139.705313680955 35.6980371341344, 139.703895687758 35.6967557279603, 139.704462101482 35.6950027397107, 139.706446458849 35.6945311046019, 139.707864499086 35.6958124766455))"
177,5.0,5,5.0,5.0,5.0,5.0,5.0,,892f5a375d3ffff,POINT(139.710981529878 35.6918346101503),"POLYGON((139.712965924523 35.6913628117406, 139.712399677665 35.693115935525, 139.710415246945 35.69358770251, 139.708997159676 35.6923063646018, 139.709563456102 35.6905532938487, 139.711547790232 35.6900815079728, 139.712965924523 35.6913628117406))"
178,82.0,83,83.0,66.0,66.0,53.0,53.0,43.0,892f5a375d7ffff,POINT(139.707579146418 35.6910250357689),"POLYGON((139.709563456102 35.6905532938487, 139.708997159676 35.6923063646018, 139.707012813924 35.6927780750961, 139.705594861186 35.6914967337344, 139.706161207167 35.6897437160152, 139.708145456334 35.6892719866241, 139.709563456102 35.6905532938487))"
179,6.0,6,6.0,,,,,,892f5a3764fffff,POINT(139.731424348514 35.7306808252278),"POLYGON((139.73341015787 35.7302090837587, 139.732843951127 35.7319625073708, 139.730858105631 35.7324342173937, 139.729438563588 35.7311525226793, 139.730004820013 35.7293991520738, 139.731990568802 35.7289274231764, 139.73341015787 35.7302090837587))"
180,10.0,10,10.0,7.0,7.0,6.0,6.0,,892f5a3767bffff,POINT(139.728019095654 35.7298708369561),"POLYGON((139.730004820013 35.7293991520738, 139.729438563588 35.7311525226793, 139.727452803094 35.7316241761143, 139.72603339573 35.7303424778244, 139.726599701826 35.7285891602278, 139.728585365618 35.7281174879124, 139.730004820013 35.7293991520738))"
181,19.0,19,17.0,12.0,12.0,9.0,9.0,5.0,892f5aa884bffff,POINT(139.87182561969 35.6648153211904),"POLYGON((139.873812282049 35.6643400898752, 139.873248879797 35.6660957488087, 139.871262181168 35.6665709488139, 139.869838981433 35.6652905084537, 139.870402433712 35.663534902447, 139.872389035702 35.663059683874, 139.873812282049 35.6643400898752))"
182,5.0,5,5.0,,,,,,892f5aa886bffff,POINT(139.862456266835 35.6654353362564),"POLYGON((139.864442772383 35.6649602938745, 139.863879211316 35.6667158059429, 139.86189266951 35.6671908170088, 139.860469785407 35.6659103345929, 139.861033396473 35.6641548754578, 139.863019841646 35.6636798458056, 139.864442772383 35.6649602938745))"
183,25.0,25,25.0,17.0,17.0,13.0,13.0,12.0,892f5aa886fffff,POINT(139.859046975424 35.6646298610671),"POLYGON((139.861033396473 35.6641548754578, 139.860469785407 35.6659103345929, 139.858483328105 35.6663852888851, 139.857060578502 35.6651048026347, 139.857624239556 35.6633493964353, 139.859610600228 35.6628744235509, 139.861033396473 35.6641548754578))"
184,5.0,5,5.0,,,,,,892f5aa8a67ffff,POINT(139.864203220297 35.6828460346944),"POLYGON((139.866190221277 35.6823711606283, 139.865626557579 35.6841266911174, 139.863639520321 35.6846015338538, 139.862216243445 35.6833208646943, 139.862779957171 35.6815653871323, 139.864766897748 35.681090525803, 139.866190221277 35.6823711606283))"
185,12.0,12,12.0,9.0,9.0,,,,892f5aac10fffff,POINT(139.73813658125 35.6076746997459),"POLYGON((139.740119245393 35.6072013950856, 139.739554080858 35.6089549858382, 139.737571380685 35.6094282591609, 139.736153941443 35.6081479605212, 139.736719155517 35.6063944228043, 139.738701759297 35.6059211306918, 139.740119245393 35.6072013950856))"
186,5.0,5,5.0,,,,,,892f5aac123ffff,POINT(139.731336789838 35.6060605825129),"POLYGON((139.733319284574 35.6055873907045, 139.732754020972 35.6073408753833, 139.730771490216 35.6078140358517, 139.729354319449 35.6065337304434, 139.729919632567 35.6047802988054, 139.731902066939 35.6043071195352, 139.733319284574 35.6055873907045))"
187,22.0,22,21.0,14.0,14.0,8.0,7.0,5.0,892f5aac13bffff,POINT(139.734736576074 35.6068676710345),"POLYGON((139.736719155517 35.6063944228043, 139.736153941443 35.6081479605212, 139.734171325974 35.6086211774127, 139.732754020972 35.6073408753833, 139.733319284574 35.6055873907045, 139.735301803654 35.6051141550173, 139.736719155517 35.6063944228043))"
188,16.0,16,15.0,15.0,14.0,13.0,13.0,11.0,892f5aac30fffff,POINT(139.744104415589 35.6289126702254),"POLYGON((139.746087754692 35.6284394970835, 139.745522527142 35.6301931720208, 139.74353915198 35.6306663138105, 139.742121100823 35.6293857994541, 139.742686377959 35.6276321775425, 139.744669656668 35.6271590169619, 139.746087754692 35.6284394970835))"
189,7.0,7,7.0,5.0,5.0,,,,892f5aac803ffff,POINT(139.699054312607 35.6153786364266),"POLYGON((139.701036453251 35.6149061779087, 139.700470591071 35.6166591512941, 139.698488414442 35.6171315784458, 139.697072196381 35.6158510510811, 139.69763810799 35.6140981307561, 139.699620188235 35.6136256847357, 139.701036453251 35.6149061779087))"
190,7.0,7,7.0,,,,,,892f5aac853ffff,POINT(139.706702251844 35.6200282425107),"POLYGON((139.708684658504 35.6195556901062, 139.708118886145 35.6213087816193, 139.706136443486 35.6217813026579, 139.70471986959 35.6205007510406, 139.705285691408 35.6187477125814, 139.707268037666 35.6182751726858, 139.708684658504 35.6195556901062))"
191,21.0,21,19.0,17.0,17.0,12.0,11.0,7.0,892f5aac857ffff,POINT(139.703303369559 35.619220208605),"POLYGON((139.705285691408 35.6187477125814, 139.70471986959 35.6205007510406, 139.702737511747 35.6209732156971, 139.701321072121 35.6196926607576, 139.701886943387 35.6179396753549, 139.703869204833 35.6174671918355, 139.705285691408 35.6187477125814))"
192,6.0,6,6.0,,,,,,892f5aac8cfffff,POINT(139.70585149069 35.6169946644466),"POLYGON((139.707833800953 35.6165220931872, 139.707268037666 35.6182751726858, 139.705285691408 35.6187477125814, 139.703869204833 35.6174671918355, 139.704435017573 35.6157141653921, 139.706417267438 35.6152416066397, 139.707833800953 35.6165220931872))"
193,7.0,7,7.0,5.0,5.0,,,,892f5aaca27ffff,POINT(139.692262046911 35.6364133012558),"POLYGON((139.694244619425 35.6359412192529, 139.693678486728 35.6376940763087, 139.691695878219 35.6381661269235, 139.690279498843 35.6368853393769, 139.690845680976 35.6351325353805, 139.692828193052 35.6346604658716, 139.694244619425 35.6359412192529))"
194,5.0,5,5.0,,,,,,892f5aaca43ffff,POINT(139.71011080638 35.6434899776434),"POLYGON((139.712093899676 35.6430176325126, 139.711528005262 35.6447707667698, 139.709544875939 35.6452430805166, 139.708127737498 35.6439622788708, 139.708693681412 35.6422091976588, 139.710676714271 35.6417368650477, 139.712093899676 35.6430176325126))"
195,57.0,57,49.0,40.0,40.0,29.0,29.0,22.0,892f5aaca4bffff,POINT(139.710962088299 35.6465238913027),"POLYGON((139.712945278064 35.6460515650342, 139.71237937458 35.647804711225, 139.710396148784 35.6482770061074, 139.708978922948 35.6469961736637, 139.709544875939 35.6452430805166, 139.711528005262 35.6447707667698, 139.712945278064 35.6460515650342))"
196,39.0,39,37.0,32.0,32.0,29.0,29.0,23.0,892f5aaca4fffff,POINT(139.707561771033 35.6457153503585),"POLYGON((139.709544875939 35.6452430805166, 139.708978922948 35.6469961736637, 139.706995782017 35.6474684121182, 139.705578690548 35.6461875762964, 139.706144693035 35.6444345361957, 139.708127737498 35.6439622788708, 139.709544875939 35.6452430805166))"
197,14.0,14,14.0,11.0,11.0,7.0,7.0,6.0,892f5aaca63ffff,POINT(139.700761794188 35.6440980891041),"POLYGON((139.702744729354 35.6436259320906, 139.702178677383 35.6453789191424, 139.700195706203 35.6458510447661, 139.698778883456 35.6445702022207, 139.6993449849 35.6428172682204, 139.701327859621 35.6423451237143, 139.702744729354 35.6436259320906))"
198,36.0,36,35.0,26.0,26.0,20.0,20.0,14.0,892f5aaca67ffff,POINT(139.697362134614 35.6432893688322),"POLYGON((139.6993449849 35.6428172682204, 139.698778883456 35.6445702022207, 139.696795997162 35.6450422714415, 139.695379308769 35.6437614255507, 139.695945459674 35.6420085446044, 139.697928249513 35.6415364564952, 139.6993449849 35.6428172682204))"
199,12.0,12,12.0,11.0,10.0,7.0,7.0,,892f5aaca6fffff,POINT(139.698212759459 35.6463231264914),"POLYGON((139.700195706203 35.6458510447661, 139.699629595664 35.6476039906965, 139.697646612907 35.6480760410287, 139.696229837155 35.6467951643193, 139.696795997162 35.6450422714415, 139.698778883456 35.6445702022207, 139.700195706203 35.6458510447661))"
200,23.0,23,23.0,21.0,17.0,13.0,12.0,10.0,892f5aacac7ffff,POINT(139.710957231592 35.6351967756421),"POLYGON((139.712940120366 35.6347243175145, 139.71237430266 35.6364774689629, 139.710391377866 35.6369498957141, 139.708974367225 35.635669189875, 139.709540234423 35.6339160914735, 139.711523062773 35.6334436458645, 139.712940120366 35.6347243175145))"
201,11.0,11,11.0,9.0,9.0,7.0,7.0,6.0,892f5aacad3ffff,POINT(139.71690597112 35.6337792695707),"POLYGON((139.71888893309 35.6333066797526, 139.718323223458 35.6350599253211, 139.71634022546 35.6355324837674, 139.714923033543 35.6342518154909, 139.715488792685 35.6324986229656, 139.717471694238 35.6320260456737, 139.71888893309 35.6333066797526))"
202,22.0,22,20.0,15.0,15.0,8.0,8.0,6.0,892f5aacad7ffff,POINT(139.713505915528 35.6329711563622),"POLYGON((139.715488792685 35.6324986229656, 139.714923033543 35.6342518154909, 139.712940120366 35.6347243175145, 139.711523062773 35.6334436458645, 139.712088871411 35.6316905063848, 139.714071688149 35.6312179855097, 139.715488792685 35.6324986229656))"
203,15.0,15,14.0,8.0,8.0,5.0,5.0,,892f5aacb13ffff,POINT(139.683764959389 35.6287288438048),"POLYGON((139.685747169294 35.628256836732, 139.685180955975 35.6300095637337, 139.683198710094 35.6304815394202, 139.681782773942 35.6292008070111, 139.682349036662 35.6274481330766, 139.684331186136 35.6269761384843, 139.685747169294 35.628256836732))"
204,6.0,6,6.0,,,,,,892f5aacb6fffff,POINT(139.674419994866 35.6406600647261),"POLYGON((139.676402347212 35.6401883776222, 139.675835890642 35.6419409521307, 139.673853502322 35.6424126078328, 139.672437667005 35.6411317079573, 139.673004172962 35.6393791865193, 139.674986464852 35.6389075118866, 139.676402347212 35.6401883776222))"
205,22.0,22,21.0,13.0,11.0,7.0,6.0,,892f5aacbc7ffff,POINT(139.687163226312 35.6295375441781),"POLYGON((139.6891455211 35.6290654807525, 139.688579357192 35.630818260819, 139.686597026422 35.6312902928596, 139.685180955975 35.6300095637337, 139.685747169294 35.628256836732, 139.687729403653 35.6277847857916, 139.6891455211 35.6290654807525))"
206,5.0,5,5.0,,,,,,892f5aacc63ffff,POINT(139.712644434095 35.6072837788015),"POLYGON((139.714626613172 35.6068109630218, 139.714061034531 35.6085641535387, 139.712078819458 35.6090369379667, 139.710662279404 35.6077565507164, 139.711227907507 35.6060034132528, 139.713210026206 35.6055306099865, 139.714626613172 35.6068109630218))"
207,26.0,26,26.0,22.0,21.0,20.0,20.0,11.0,892f5aace0bffff,POINT(139.723699949402 35.6240675159665),"POLYGON((139.725682780007 35.6235946815331, 139.725117255115 35.6253480382775, 139.723134388484 35.6258208413512, 139.721717143171 35.6245403065078, 139.722282717579 35.6227870028045, 139.724265487787 35.6223141809038, 139.725682780007 35.6235946815331))"
208,6.0,6,6.0,6.0,6.0,5.0,5.0,,892f5aace0fffff,POINT(139.720299971749 35.6232597808155),"POLYGON((139.722282717579 35.6227870028045, 139.721717143171 35.6245403065078, 139.71973436132 35.6250130531579, 139.718317250299 35.6237325149379, 139.718882874213 35.6219792642783, 139.720865559644 35.6215064987952, 139.722282717579 35.6227870028045))"
209,43.0,43,41.0,38.0,37.0,32.0,32.0,30.0,892f5aace47ffff,POINT(139.72455170769 35.6271013853421),"POLYGON((139.726534634724 35.6266285697336, 139.725969100795 35.6283819384764, 139.72398613773 35.6288547227229, 139.722568805031 35.6275741570542, 139.723134388484 35.6258208413512, 139.725117255115 35.6253480382775, 139.726534634724 35.6266285697336))"
210,9.0,9,7.0,5.0,5.0,,,,892f5aace57ffff,POINT(139.72710014612 35.6248751913091),"POLYGON((139.729083061492 35.624402300445, 139.728517586129 35.626155710228, 139.726534634724 35.6266285697336, 139.725117255115 35.6253480382775, 139.725682780007 35.6235946815331, 139.727665634982 35.6231218032065, 139.729083061492 35.624402300445))"
211,11.0,11,10.0,8.0,8.0,,,,892f5aace73ffff,POINT(139.721151546229 35.6262936005313),"POLYGON((139.723134388484 35.6258208413512, 139.722568805031 35.6275741570542, 139.720585926751 35.6280468848712, 139.719168728355 35.6267663158186, 139.71973436132 35.6250130531579, 139.721717143171 35.6245403065078, 139.723134388484 35.6258208413512))"
212,5.0,5,5.0,,,,,,892f5aaceafffff,POINT(139.715197666694 35.6163845743636),"POLYGON((139.717180134929 35.615911815093, 139.716614529121 35.617665041723, 139.714632024879 35.6181377696356, 139.713215222846 35.6168572897572, 139.713780878134 35.6151041161763, 139.715763285978 35.614631369425, 139.717180134929 35.615911815093))"
213,19.0,19,19.0,14.0,14.0,11.0,10.0,10.0,892f5aad06bffff,POINT(139.796897223106 35.6697531189263),"POLYGON((139.798882628616 35.6692793980039, 139.798317957663 35.6710338813421, 139.796332515981 35.6715075709074, 139.794911841853 35.6702267958488, 139.795476562609 35.6684723654886, 139.797461907693 35.6679986572092, 139.798882628616 35.6692793980039))"
214,13.0,13,13.0,10.0,10.0,5.0,5.0,,892f5aad147ffff,POINT(139.778159504783 35.6596472194505),"POLYGON((139.780144293668 35.6591737441629, 139.77957939169 35.6609279387844, 139.777594566668 35.6614013827129, 139.776174740186 35.6601206507641, 139.776739691895 35.6583665091363, 139.778724420359 35.6578930464638, 139.780144293668 35.6591737441629))"
215,11.0,11,10.0,7.0,7.0,5.0,5.0,,892f5aad14bffff,POINT(139.782419387578 35.6634894044956),"POLYGON((139.784404357733 35.6630158913488, 139.783839496568 35.6647701508652, 139.781854490267 35.665243632652, 139.780434441705 35.6639628736607, 139.78099935262 35.662208667134, 139.782984262351 35.6617351666092, 139.784404357733 35.6630158913488))"
216,6.0,6,6.0,5.0,5.0,5.0,5.0,,892f5aad25bffff,POINT(139.814808020795 35.6881584621137),"POLYGON((139.816794248153 35.6876846079875, 139.816229732164 35.6894393624896, 139.814243468591 35.6899131852533, 139.812821817669 35.6886322722056, 139.813386383541 35.6868775706638, 139.815372550455 35.6864037292097, 139.816794248153 35.6876846079875))"
217,9.0,9,9.0,6.0,6.0,,,,892f5aad267ffff,POINT(139.798627564335 35.6871577867325),"POLYGON((139.80061346487 35.686684234761, 139.800048690681 35.6884387362707, 139.798062753955 35.6889122568713, 139.796641688065 35.6876312946833, 139.797206512085 35.6858768461455, 139.799192352168 35.6854033068241, 139.80061346487 35.686684234761))"
218,8.0,8,6.0,,,,,,892f5aad27bffff,POINT(139.805441958269 35.6887724961726),"POLYGON((139.80742802822 35.6882988308396, 139.806863353728 35.6900534382853, 139.804877247575 35.6905270722499, 139.80345591257 35.6892461174778, 139.804020636916 35.6874915629988, 139.806006646416 35.6870179103254, 139.80742802822 35.6882988308396))"
219,6.0,6,6.0,,,,,,892f5aad297ffff,POINT(139.809666640542 35.669945481587),"POLYGON((139.811652288104 35.6694715153323, 139.811087825354 35.6712261986729, 139.809102141602 35.6717001335777, 139.807681017211 35.6704194038318, 139.808245529804 35.6686647734601, 139.810231116948 35.6681908198656, 139.811652288104 35.6694715153323))"
220,7.0,7,6.0,5.0,5.0,,,,892f5aad2a7ffff,POINT(139.797753264172 35.6727883549424),"POLYGON((139.799738766283 35.6723146527321, 139.799174086429 35.67406914795, 139.797188548142 35.6745428188011, 139.795767786318 35.6732620131488, 139.796332515981 35.6715075709074, 139.798317957663 35.6710338813421, 139.799738766283 35.6723146527321))"
221,8.0,8,8.0,7.0,6.0,5.0,,,892f5aad2b7ffff,POINT(139.800303423599 35.6705601477744),"POLYGON((139.802288913786 35.6700863702034, 139.801724292647 35.6718409065169, 139.799738766283 35.6723146527321, 139.798317957663 35.6710338813421, 139.798882628616 35.6692793980039, 139.800868058378 35.6688056330808, 139.802288913786 35.6700863702034))"
222,6.0,6,6.0,6.0,6.0,,,,892f5aad30fffff,POINT(139.779884837251 35.6770496947788),"POLYGON((139.781870120895 35.6765763885678, 139.781305115539 35.6783306014978, 139.77931979574 35.6788038763358, 139.777899577904 35.6775229569948, 139.77846463302 35.6757687970525, 139.780449856215 35.6752955034637, 139.781870120895 35.6765763885678))"
223,6.0,6,6.0,5.0,5.0,,,,892f5aad33bffff,POINT(139.776479434123 35.6762420466489),"POLYGON((139.77846463302 35.6757687970525, 139.777899577904 35.6775229569948, 139.775914342857 35.677996175217, 139.774494259528 35.6767152522538, 139.775059364392 35.6749611453018, 139.777044502841 35.6744879083229, 139.77846463302 35.6757687970525))"
224,12.0,12,12.0,7.0,7.0,,,,892f5aad34fffff,POINT(139.785001407712 35.683927643573),"POLYGON((139.786986969327 35.6834543182247, 139.786421995882 35.6852086078312, 139.784436398098 35.6856819018035, 139.783015870386 35.6844009249147, 139.783580893617 35.6826466882905, 139.785566394776 35.6821733755731, 139.786986969327 35.6834543182247))"
225,5.0,5,5.0,5.0,5.0,,,,892f5aad36bffff,POINT(139.779044868623 35.6853473555822),"POLYGON((139.781030357355 35.6848741622508, 139.780465275409 35.6866283577248, 139.778479750514 35.6871015196758, 139.777059404193 35.6858205049101, 139.777624535907 35.6840663624221, 139.779609964178 35.6835931817139, 139.781030357355 35.6848741622508))"
226,6.0,6,6.0,,,,,,892f5aad377ffff,POINT(139.777334500239 35.6792771071774),"POLYGON((139.77931979574 35.6788038763358, 139.77875473168 35.6805580481313, 139.776769400025 35.6810312475964, 139.775349229041 35.6797502940235, 139.775914342857 35.677996175217, 139.777899577904 35.6775229569948, 139.77931979574 35.6788038763358))"
227,6.0,6,6.0,5.0,5.0,,,,892f5aad3afffff,POINT(139.774769537988 35.6701720530306),"POLYGON((139.776754543704 35.669698765925, 139.776189506479 35.6714529021337, 139.774204464621 35.6719261578693, 139.772784556573 35.670645296153, 139.773349643533 35.6688912129375, 139.775334588809 35.6684179384454, 139.776754543704 35.669698765925))"
228,14.0,14,13.0,9.0,8.0,7.0,7.0,6.0,892f5aad3d3ffff,POINT(139.794347098559 35.6719812164713),"POLYGON((139.796332515981 35.6715075709074, 139.795767786318 35.6732620131488, 139.793782332725 35.6737356273523, 139.7923617054 35.6724548180348, 139.792926484861 35.6707004287725, 139.794911841853 35.6702267958488, 139.796332515981 35.6715075709074))"
229,9.0,9,9.0,7.0,7.0,6.0,6.0,,892f5aad677ffff,POINT(139.819030802607 35.6693300189198),"POLYGON((139.82101660746 35.668855863943, 139.820452303163 35.6706106942868, 139.818466462108 35.6710848179196, 139.817045021965 35.6698041298802, 139.817609376133 35.668049352499, 139.819595120575 35.6675752101948, 139.82101660746 35.668855863943))"
230,70.0,70,70.0,64.0,63.0,58.0,57.0,42.0,892f5aad803ffff,POINT(139.734778921542 35.6635111523047),"POLYGON((139.736763006385 35.6630385626084, 139.736197364076 35.664792074617, 139.734213243152 35.6652646329262, 139.732794861076 35.6639836980561, 139.733360552989 35.6622302390702, 139.735344577378 35.6617576619321, 139.736763006385 35.6630385626084))"
231,77.0,77,75.0,70.0,70.0,66.0,66.0,61.0,892f5aad807ffff,POINT(139.73137655298 35.6627027722659),"POLYGON((139.733360552989 35.6622302390702, 139.732794861076 35.6639836980561, 139.730810824992 35.6644561998635, 139.729392577355 35.6631752615203, 139.729958318859 35.6614218555597, 139.731942258413 35.6609493349174, 139.733360552989 35.6622302390702))"
232,17.0,17,17.0,16.0,16.0,11.0,11.0,7.0,892f5aad80fffff,POINT(139.732229146608 35.6657371472889),"POLYGON((139.734213243152 35.6652646329262, 139.733647542207 35.6670181037928, 139.731663409585 35.6674905867651, 139.730245074449 35.6662096177062, 139.730810824992 35.6644561998635, 139.732794861076 35.6639836980561, 139.734213243152 35.6652646329262))"
233,11.0,11,11.0,11.0,11.0,10.0,10.0,7.0,892f5aad813ffff,POINT(139.737328626142 35.6612850408505),"POLYGON((139.739312699279 35.6608123758246, 139.738747115603 35.6625659289662, 139.736763006385 35.6630385626084, 139.735344577378 35.6617576619321, 139.735910210661 35.660004161812, 139.737894223347 35.659531509347, 139.739312699279 35.6608123758246))"
234,13.0,13,13.0,13.0,13.0,10.0,10.0,6.0,892f5aad817ffff,POINT(139.733926222348 35.6604767703351),"POLYGON((139.735910210661 35.660004161812, 139.735344577378 35.6617576619321, 139.733360552989 35.6622302390702, 139.731942258413 35.6609493349174, 139.732507941292 35.6591958878214, 139.734491869155 35.6587232918545, 139.735910210661 35.660004161812))"
235,18.0,19,19.0,16.0,16.0,14.0,14.0,8.0,892f5aad833ffff,POINT(139.727974403693 35.6618943322633),"POLYGON((139.729958318859 35.6614218555597, 139.729392577355 35.6631752615203, 139.727408626119 35.6636477068343, 139.725990512917 35.6623667650289, 139.726556304001 35.6606134120962, 139.728540158711 35.6601409479413, 139.729958318859 35.6614218555597))"
236,48.0,49,49.0,44.0,44.0,38.0,37.0,25.0,892f5aad837ffff,POINT(139.724572473683 35.6610858323158),"POLYGON((139.726556304001 35.6606134120962, 139.725990512917 35.6623667650289, 139.724006646536 35.6628391538578, 139.722588667763 35.6615582086011, 139.723154508416 35.6598049086988, 139.725138278276 35.6593325010231, 139.726556304001 35.6606134120962))"
